"NDC Description",NDC,"NADAC Per Unit","Effective Date","Pricing Unit","Pharmacy Type Indicator",OTC,"Explanation Code","Classification for Rate Setting","Corresponding Generic Drug NADAC Per Unit","Corresponding Generic Drug Effective Date","As of Date"
"ACETAMINOPHEN-COD #4 TABLET",71930005652,0.39105,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION",64950037416,0.47577,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETAMINOPHEN-IBUPROFEN 250-125 MG CAPLET",00536137636,0.08386,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",23155028701,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",51672402201,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",52817020010,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",59651090501,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",62135060712,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",64380083306,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",70756072011,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",70954003330,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",71930000812,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",72578014901,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 125 MG TABLET",72888004701,0.10516,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",00904666361,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",23155028801,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",50268005411,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",50268005415,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",51672402301,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",52817020110,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",59651090601,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",62135060812,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",64380083406,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",70756072111,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",70954003430,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",71930000912,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",72578015001,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE 250 MG TABLET",72888004801,0.13921,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",16729033101,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",23155012001,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",23155078701,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",42571024301,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",50268004211,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",50268004212,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",60687057811,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",60687057821,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",62135061260,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",69367020901,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETAZOLAMIDE ER 500 MG CAP",70710159101,0.28659,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACETIC ACID 2% EAR SOLUTION",52817081615,1.46413,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETIC ACID 2% EAR SOLUTION",62135080151,1.46413,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",00409330703,0.64167,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",63323069130,0.64167,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",00409330711,0.96560,03/18/2026,ML,C/I,N,"4, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",63323069122,0.96560,03/18/2026,ML,C/I,N,"4, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",63323069310,0.96560,03/18/2026,ML,C/I,N,"4, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",00517750425,2.52874,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",42494043525,2.52874,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",63323069504,2.52874,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 10% VIAL (NOT FOR INJECTION)",70069001825,2.52874,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",00409330803,0.69967,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",63323069030,0.69967,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",63323069044,0.69967,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",70069002003,0.69967,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",00517760425,2.34826,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",42494043625,2.34826,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",63323069404,2.34826,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",63323069444,2.34826,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",70069001925,2.34826,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACID GONE ANTACID LIQUID",00904772714,0.01172,04/22/2026,ML,C/I,Y,"1, 5",G,,,04/29/2026
"ACID GONE TABLET CHEW",00904536560,0.04426,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER 10 MG TABLET",46122039465,0.09238,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER 20 MG TABLET",24385038563,0.14101,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER 20 MG TABLET",24385038571,0.14101,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER 20 MG TABLET",49483072001,0.14101,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER 20 MG TABLET",70000004901,0.14101,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER 20 MG TABLET",70000071001,0.14101,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER COMPLETE TAB CHEW",70000041601,0.25949,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER COMPLETE TAB CHEW",70000058201,0.25949,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER DR 20 MG CAP",70000023201,0.38765,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER DR 20 MG CAP",70000023202,0.38765,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACID REDUCER DR 20 MG CAP",70000023203,0.38765,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"ACITRETIN 10 MG CAPSULE",00093113556,2.11790,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 10 MG CAPSULE",00115175008,2.11790,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 10 MG CAPSULE",00378702093,2.11790,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 10 MG CAPSULE",42794008008,2.11790,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 10 MG CAPSULE",62332074130,2.11790,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 17.5 MG CAPSULE",00093113856,6.70774,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 17.5 MG CAPSULE",00115175108,6.70774,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 17.5 MG CAPSULE",42794008108,6.70774,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 17.5 MG CAPSULE",62332074230,6.70774,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 25 MG CAPSULE",00093113656,3.41707,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 25 MG CAPSULE",00115175308,3.41707,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 25 MG CAPSULE",00378702393,3.41707,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 25 MG CAPSULE",42794008308,3.41707,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACITRETIN 25 MG CAPSULE",62332074330,3.41707,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACNE MEDICATION 10% GEL",00536105656,0.08781,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ACNE MEDICATION 10% GEL",00536105625,0.22952,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ACNE MEDICATION 10% LOTION",00536105875,0.07402,10/22/2025,ML,C/I,Y,"4, 5",G,,,04/29/2026
"ACNE MEDICATION 2.5% GEL",00536112925,0.21380,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ACNE MEDICATION 5% GEL",00536105556,0.08329,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ACNE MEDICATION 5% GEL",00536105525,0.22203,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ACNE MEDICATION 5% LOTION",00536105775,0.06698,08/20/2025,ML,C/I,Y,"4, 5",G,,,04/29/2026
"ACTEMRA ACTPEN 162 MG/0.9 ML",50242014301,1279.05778,04/22/2026,ML,C/I,N,"1, 5",B,,,04/29/2026
"ACTONEL 150 MG TABLET",00430047801,353.49800,05/21/2025,EA,C/I,N,4,B,16.53315,04/22/2026,04/29/2026
"ACTONEL 35 MG TABLET",00430047203,81.85550,01/21/2026,EA,C/I,N,4,B,2.38836,04/22/2026,04/29/2026
"ACULAR LS 0.4% OPHTH SOL",00023927705,54.66533,04/22/2026,ML,C/I,N,"1, 5",B,12.73539,04/22/2026,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",00904578961,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",00904751961,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",23155022901,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",23155022905,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",60505004206,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",61442011401,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",61442011405,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",62135003950,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",68084010701,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",68084010711,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",69076014601,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",72241002805,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",72578000201,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG CAPSULE",72578000205,0.10125,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",00472008216,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",23155048551,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",31722068147,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",62135080347,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",70954018810,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",72205017072,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 200 MG/5 ML SUSP",72888007917,0.07394,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",00904750761,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",23155022701,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",23155022705,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",31722077701,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",31722077705,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",50268006111,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",50268006115,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",60505530601,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",60505530608,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",60687085601,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",60687085611,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",60687085665,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",61442011201,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",61442011205,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",68382079101,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",68382079105,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",69367013701,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",69367013705,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",69452029020,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 400 MG TABLET",69452029030,0.09805,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 5% CREAM",00093363020,11.51699,04/22/2026,GM,C/I,N,"1, 5, 6",G,,,04/29/2026
"ACYCLOVIR 5% CREAM",45802004475,11.51699,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% CREAM",51672136105,11.51699,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% CREAM",62332042305,11.51699,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% CREAM",65162083614,11.51699,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% CREAM",72578010105,11.51699,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",00591115930,0.31464,04/22/2026,GM,C/I,N,"1, 5, 6",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",13668051502,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",16714088502,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",33342043930,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",51672136002,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",65162083596,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",68462074635,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",70700010716,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",72578008206,0.31464,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",13668051501,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",16714088501,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",51672136001,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",65162083594,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",68462074617,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",70700010715,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 5% OINTMENT",72578008201,0.58149,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",23155022801,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",23155022805,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",31722077801,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",31722077805,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",50268006211,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",50268006215,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",60505530701,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",60505530705,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",60687086701,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",60687086711,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",61442011301,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",61442011305,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",62135001950,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",68382079201,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",68382079205,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",69367013801,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",69367013805,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",69452029120,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ACYCLOVIR 800 MG TABLET",69452029130,0.17136,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK)",65219061299,872.97602,04/22/2026,EA,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADALIMUMAB-AATY(CF) 40 MG/0.4 ML AUTOINJECTOR",72606002210,494.19809,04/22/2026,EA,C/I,N,"1, 6",G,,,04/29/2026
"ADALIMUMAB-AATY(CF) 40 MG/0.4 ML AUTOINJECTOR",72606002209,504.93286,04/22/2026,EA,C/I,N,"1, 6",G,,,04/29/2026
"ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML",61314032720,1592.15654,04/22/2026,ML,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML",00597057550,636.53340,04/22/2026,EA,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML",82009014422,636.53340,04/22/2026,EA,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADAPALENE 0.1% CREAM",00168042446,2.56094,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.1% CREAM",45802045384,2.56094,04/22/2026,GM,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADAPALENE 0.1% GEL",00536141226,0.35550,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ADAPALENE 0.1% GEL",51672215006,0.35550,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ADAPALENE 0.1% GEL",00536141220,0.43168,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ADAPALENE 0.1% GEL",51672215001,0.43168,04/22/2026,GM,C/I,Y,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL",00472012645,0.50756,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL",21922005106,0.50756,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL",51672137706,0.50756,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL",62332054945,0.50756,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL",68308066625,0.50756,04/22/2026,GM,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADAPALENE 0.3% GEL PUMP",21922005150,0.88384,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL PUMP",51672137709,0.88384,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL PUMP",62332054946,0.88384,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE 0.3% GEL PUMP",68308066645,0.88384,04/22/2026,GM,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.1-2.5%",21922005250,0.30375,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.1-2.5%",45802084601,0.30375,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.1-2.5%",51672136403,0.30375,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.1-2.5%",68462030147,0.30375,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.3-2.5%",00480315445,0.66954,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.3-2.5%",45802085345,0.66954,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.3-2.5%",51672138409,0.66954,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.3-2.5%",62332066245,0.66954,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.3-2.5%",68308066245,0.66954,04/22/2026,GM,C/I,N,"1, 5, 6",G,,,04/29/2026
"ADAPALENE-BNZYL PEROX 0.3-2.5%",72578011904,0.66954,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"ADDERALL 10 MG TABLET",57844011001,12.22470,01/01/2026,EA,C/I,N,"4, 6",B-ANDA,0.23643,04/22/2026,04/29/2026
"ADDERALL 15 MG TABLET",57844011501,12.31150,01/01/2026,EA,C/I,N,"4, 6",B-ANDA,0.24786,04/22/2026,04/29/2026
"ADDERALL 20 MG TABLET",57844012001,12.19886,01/01/2026,EA,C/I,N,"2, 6",B-ANDA,0.30747,04/22/2026,04/29/2026
"ADDERALL 30 MG TABLET",57844013001,12.22763,01/01/2026,EA,C/I,N,"2, 6",B-ANDA,0.31158,04/22/2026,04/29/2026
"ADDERALL 5 MG TABLET",57844010501,12.24265,01/01/2026,EA,C/I,N,"4, 6",B-ANDA,0.2391,04/22/2026,04/29/2026
